대분류코드,대분류명,중분류코드,중분류명,품목코드,품목명,등급,정의
A,기구·기계,A17000,심혈관용 기계 기구,A17190.02,기능 검사 옥시미터,2,생체에 조사한 근적외광을 검출하여 혈액중의 헤모글로빈 농도의 변화를 계측하는 기구.
A,기구·기계,A17000,심혈관용 기계 기구,A17190.03,심장 내 옥시미터 모듈,2,혈액의 적색광 및 적외광의 흡수를 비교함에 따라 옥시헤모글로빈과 심장에서 소비된 옥시헤모글로빈의 비율(정맥산소포화도)을 측정하는 플러그형 기구. 프로브는 카테터를 끼워 삽입된다.
A,기구·기계,A17000,심혈관용 기계 기구,A17190.04,원격 펄스 옥시미터,2,"헤모글로빈의 산소포화도를 측정하는 시스템으로, 배선 또는 기타 케이블 접속을 없애기 위해 신호전송 경로의 일부에 무선통신을 이용하는 기구"
A,기구·기계,A17000,심혈관용 기계 기구,A17190.05,펄스 옥시미터 모듈,2,프로브에 의한 광검출을 이용하여 혈액의 포화산소분압의 경피적 측정을 하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17200.01,전자 혈류계,2,"관동맥 바이패스술, 장기이식, 기타 혈관재건술 후에 혈류속도의 확인 및 측정방법을 제공하는 기구"
A,기구·기계,A17000,심혈관용 기계 기구,A17200.02,초음파 혈류계,2,"초음파 도플러 기술을 이용하여 혈류속도를 비관혈적 또는 관혈적으로 측정하는 기구. 혈류장애(혈전, 협착 등)를 측정하거나 그 정도의 평가를 지원한다."
A,기구·기계,A17000,심혈관용 기계 기구,A17200.03,레이저 혈류계,2,"레이저 기술을 이용하여 혈류속도를 비관혈적 또는 관혈적으로 측정하는 기구. 혈류장애(혈전, 협착, 기계적 손상 등)를 측정하거나 그 정도의 평가를 지원한다."
A,기구·기계,A17000,심혈관용 기계 기구,A17200.04,자기공명 혈류계,2,말초혈관질환을 진단하기 위하여 환자의  혈류량를 측정하는 기구로서 자장을 가한 후 혈액으로부터 자기공명 신호를 감지하여 정해진 간격으로 사지 횡단면의 혈류량을 측정한다.
A,기구·기계,A17000,심혈관용 기계 기구,A17210.01,혈류량계,2,"전기 임피던스의 변화 또는 수압, 공압, 광전자식 방법에 따라 혈류량을 측정하는 기구"
A,기구·기계,A17000,심혈관용 기계 기구,A17220.01,뇌 혈류계,3,뇌 부분 또는 목 부분 등에서 직접 전기 임피던스를 측정하여 뇌의 혈류를 평가하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17230.01,열희석 심박출량계,2,지시약 희석법을 이용하여 심장으로부터의 혈류를 측정하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17230.02,임피던스 심박출량계,2,심장의 활동과 관련된 흉곽 임피던스 변화의 측정치로 심박출량을 구하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17230.03,초음파 심박출량계,2,초음파 도플러 효과를 이용하여 심장으로부터의 혈류를 측정하는 기구.
A,기구·기계,A17000,심혈관용 기계 기구,A17230.04,피크법 심박출량계,2,피크법에 따라 심장으로부터의 혈류를 측정하는 기구. 심박출량을 전신산소 소비량을 동맥혈과 혼합정맥혈의 산소포함의 차이로 뺀 값으로서 계산하며 모든 측정항목(혼합정맥혈 산소함량을 포함)을 측정 및 표시한다.
A,기구·기계,A17000,심혈관용 기계 기구,A17230.05,방사성 동위원소 심박출량계,2,심장에 유입하는 혈액에 방사성 동위원소를 주입하고 심장에서 유출하는 혈액의 감시를 통하여 혈류량을 측정하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17230.06,색소희석 심박출량계,2,심장에 유입하는 혈액에 색소를 주입하고 카테터에 의해 심장에서 유출하는 색소농도변화를 감시하여 혈류를 측정하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17250.01,혈관 내 색전촉진용 보철재,3,치료목적으로 동맥 또는 정맥 내의 혈전 형성을 촉진하거나 혈류를 차단하기 위해 이용하는 인공기구
A,기구·기계,A17000,심혈관용 기계 기구,A17250.02,중심순환계 혈관 내 색전촉진용 보철재,4,치료목적으로 중심순환계 동맥 또는 정맥 내의 혈전 형성을 촉진하거나 혈류를 차단하기 위해 이용하는 인공기구
A,기구·기계,A17000,심혈관용 기계 기구,A17250.03,뇌혈관 내 색전촉진용 보철재,4,치료목적으로 뇌혈관의 혈전 형성을 촉진하거나 혈류를 차단하기 위해 이용하는 인공기구
A,기구·기계,A17000,심혈관용 기계 기구,A17260.01,심혈관 내 여과기,4,혈전이 심장으로 가는 것을 막기 위하여 하대정맥에 설치하는 여과기
A,기구·기계,A17000,심혈관용 기계 기구,A17260.02,색전 방어용 기구,4,혈관 내 색전 등을 방지하기 위해 동맥 내에 유치하여 혈전 등의 색전자를 포획하기 위해 사용하는 카테터 형태의 기구로서 여과기가 있는 가이드와이어 또는 폐색풍선을 가진다.
A,기구·기계,A17000,심혈관용 기계 기구,A17270.01,안구 체적변동 기록계,2,"경동맥 폐색증 등을 진단하기 위하여 동맥의 박동에 따른 안구의 체적 변화를 탐지, 기록하는 기구"
A,기구·기계,A17000,심혈관용 기계 기구,A17280.01,이식형 심장충격기,4,삽입된 전극을 통하여 전기 충격을 심장에 보냄으로써 심방이나 심실의 세동을 제거하는 데에 사용하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17290.01,이식형 심장충격기용 전극,4,이식형 심장 충격기에 사용하는 전극
A,기구·기계,A17000,심혈관용 기계 기구,A17300.01,혈관박리 카테터 장치,4,연마용 팁이 부착된 카테터를 혈관에 삽입하여 회전 절삭함으로써 혈관 내 이물질을 제거하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17310.01,체외 광 면역 치료기,4,면역 치료를 위하여 광 작용을 할 수 있도록 하는 약물을 투여한 후 혈액을 채취하여 원심 분리하고 증가된 백혈구에 일정량의 자외선을 쬔 후 환자에게 재주입하는 기구
A,기구·기계,A17000,심혈관용 기계 기구,A17320.01,수동식 심폐소생술 보조기구,2,"수동식 심폐소생술 실시할 때, 심장부위 가슴을 압박해주는 보조기구로 압박 깊이, 압력, 속도 등 관련 정보를 제공할 수 있다."
A,기구·기계,A18000,비뇨기과용 기계 기구,A18010.01,초음파 체외충격파 쇄석기,3,초음파를 이용하여 체외에서 결석을 파괴하는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18010.02,전기 체외충격파 쇄석기,3,전기 충격 펄스 등을 이용하여 결석을 파괴하는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18020.01,엑스선 투시 체내 충격파 쇄석기,3,엑스선 투시 하에서 결석파쇄용 핀해머의 충격에 의해 결석을 파쇄하는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18020.02,레이저 체내충격파 쇄석기,3,"레이저 에너지를 조사하여 결석을 파쇄하는 기구. 요관경, 레이저 저항성 카테터, 전용 레이저 수술기 등으로 이루어진다."
A,기구·기계,A18000,비뇨기과용 기계 기구,A18020.03,화약식 체내충격파 쇄석기,3,"장치의 체내삽입부의 선단에 결석파쇄용 핀해머를 장비하고, 그 후부에 있는 작은 화약을 폭발시킴에 따라 핀해머를 작동시켜 결석을 파쇄하는 기구"
A,기구·기계,A18000,비뇨기과용 기계 기구,A18020.04,전기수압 체내 충격파 쇄석기,3,"플라즈마 유도충격파를 이용하여 신장, 요관, 방광, 담관에서 발견되는 결석을 잘게 부수는 기구"
A,기구·기계,A18000,비뇨기과용 기계 기구,A18020.05,천공 체내 충격파 쇄석기,3,장치 선단부에 결석파쇄용 드릴을 장착하고 이 드릴로 결석에 구멍을 내 결석을 천공파쇄하는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18020.06,초음파 체내 충격파 쇄석기,3,초음파 진동을 이용하여 체내의 결석을 파쇄하는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18020.07,압축파 쇄석기,3,"공기 압축한 선단부를 연속적으로 가동, 충격파를 발생시켜 결석을 파쇄하는 기구"
A,기구·기계,A18000,비뇨기과용 기계 기구,A18030.01,분사식 신장결석 제거장치,2,물 등을 내뿜어 신장 결석을 밖으로 밀어내는 데에 사용하는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18040.01,이식형 전기 배뇨억제기,4,실금 치료 등을 하고자 복부에 수신부를 삽입하여 방광 벽 또는 골반 벽 등에 전기 자극을 주는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18050.01,비이식형 전기 배뇨곤란 조절기,3,연결꽂이 또는 페서리 형태 등의 전극을 질이나 직장에 삽입하여 골반 근육을 자극함으로써 요실금 등 배뇨 곤란 조절에 사용하는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18060.01,척수이식 배뇨장치,4,방광 반사나 카테터로 방광을 비울 수 없는 척수를 절단한 대마비(양다리의 마비) 환자의 방광의 배설을 위하여 척수에 전기 자극을 주는 기구. 환자의 척수 중 척수 원추 부분에 이식되는 전극이 있는 수신부와 자극 펄스를 체내로 보내는 외부 송신부로 구성되어 있다.
A,기구·기계,A18000,비뇨기과용 기계 기구,A18070.01,방광 내압계,2,방광의 용적과 압력을 측정하는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18080.01,일회용 소변 유량·용적 측정장치,1,"소변의 유량 및 용적을 측정하는 일회용 기구. 유속 측정기, 소변 유량계 등이 있다."
A,기구·기계,A18000,비뇨기과용 기계 기구,A18080.02,재사용가능 소변 유량·용적 측정장치,1,"소변의 유량 및 용적을 측정하는 재사용 기구. 유속 측정기, 소변 유량계 등이 있다."
A,기구·기계,A18000,비뇨기과용 기계 기구,A18090.01,전기 사정 유도기,3,전기 자극을 이용하여 사정을 유도하는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18100.01,체내 삽입형 괄약근 운동기,3,요실금 증상을 완화 또는 예방을 목적으로 질 혹은 직장에 삽입하여 괄약근을 운동하게 하는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18100.02,체외형 괄약근 운동기,2,요실금 증상을 완화 또는 예방을 목적으로 체외에서 센서 등을 이용하여 괄약근을 운동하게 하는 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18110.01,요실금 방지용구,3,요실금을 방지하기 위하여 요도에 삽입하는 실리콘 튜브와 미네랄 오일 슬리브 등의 기구
A,기구·기계,A18000,비뇨기과용 기계 기구,A18120.01,요실금 진단기,2,압력 감지기가 부착된 요도에 사용하는 카테터와 적외선 감지기 등을 이용하여 요실금 정도를 진단하기 위하여 사용되는 기구
A,기구·기계,A19000,환자 운반차,A19010.01,수동식 휠체어,1,환자의 이송하는 데에 사용하는 수동식 의자
A,기구·기계,A19000,환자 운반차,A19010.02,상지 조정 전동식 휠체어,2,"환자, 장애인 등 이송을 위해 사용하는 전동식 의자로서 하반신 장애환자가 손가락, 손목, 팔 등 상지를 이용하여 운전 조작·조절이 가능하다."
A,기구·기계,A19000,환자 운반차,A19010.03,휠체어 동력 보조장치,2,비동력 휠체어를 구조적 변형 없이 동력보조 휠체어 또는 전동 휠체어로 전환시키는 전기 장치
A,기구·기계,A19000,환자 운반차,A19010.04,수중 수동식 휠체어,1,"환자, 장애인 등 이송 및 수중 치료를 위해 수중에서 사용하는 수동식 의자"
A,기구·기계,A19000,환자 운반차,A19010.05,하지 조정 전동식 휠체어,2,"환자, 장애인 등 이송을 위해 사용하는 전동식 의자로서 상반신 장애환자가 발가락, 발목 등 하지를 이용하여 운전 조작·조절이 가능하다."
A,기구·기계,A19000,환자 운반차,A19010.06,구강 조정 전동식 휠체어,2,"환자, 장애인 등 이송을 위해 사용하는 전동식 의자로서 상반신, 하반신 장애환자가 구강 조작으로 운전이 가능한 전동식 의자"
A,기구·기계,A19000,환자 운반차,A19010.07,동작 인식 전동식 휠체어,2,"환자, 장애인 등 이송을 위해 사용하는 전동식 의자로서 전신장애 등이 있는 환자가 눈동자, 호흡(들숨/날숨), 신체의 움직임 등 생체신호를 이용해 운전 조작·조절이 가능하다."
A,기구·기계,A19000,환자 운반차,A19010.08,유·무선 조작 전동식 휠체어,2,"환자, 장애인 등 이송을 위해 사용하는 전동식 의자로서 동반자가 유·무선 조정기로 운전 조작이 가능하다."
A,기구·기계,A19000,환자 운반차,A19010.09,다기능 전동식 휠체어,2,"환자, 장애인 등 이송을 위해 사용하는 전동식 의자로서 의자가 상하 수직 이동 기능(엘리베이팅), 축 고정 상하 이동 기능(틸팅), 등·발 받침 각도 조절 기능(리클라이닝), 기립 기능 등과 상지, 하지, 구강, 음성인식, 동작 인식, 유·무선 등 다양한 조작·조절 기능 등이 조합되어 구성된다.(단, 음성인식 기능의 자율주행 기능이 포함되는 경우 자율주행 기술 수준은 [별표 2] 자율주행 전동식 휠체어의 자율주행 기술수준에 따른 1∼3에 해당한다.)"
